initialization,seed,epoch,train_loss,train_accuracy,validation_loss,validation_accuracy
small,654571,97,0.0058479039085743,0.9998,0.07402861205142892,0.9796
small,654571,98,0.005750306799146825,0.9998,0.07381732815509635,0.9793
small,654571,99,0.005617856501734996,0.99984,0.07468252396107418,0.9794
small,654571,100,0.005512646906223869,0.99988,0.07506565636790104,0.9794
small,89250,1,0.8489915399479467,0.78226,0.37272591618681156,0.8925
small,89250,2,0.3335391262431221,0.90432,0.2934831743903742,0.9148
small,89250,3,0.2768463704413384,0.92128,0.2518761351429784,0.9278
small,89250,4,0.2397660931937538,0.93252,0.2290984626053274,0.933
small,89250,5,0.21085209122183365,0.94066,0.20410732601446863,0.9413
small,89250,6,0.1880360844602972,0.94758,0.18425788096964446,0.9473
small,89250,7,0.16953740144243903,0.9525,0.16828755415292454,0.9518
small,89250,8,0.1540941083746412,0.95728,0.15755781423121532,0.9539
small,89250,9,0.14047155622150423,0.9606,0.14868169876144874,0.9558
small,89250,10,0.1294981283772953,0.9642,0.1397979103819253,0.9596
small,89250,11,0.11962622641689462,0.96726,0.12977363613058557,0.9613
small,89250,12,0.11097595986661934,0.96972,0.12568105257183795,0.9617
small,89250,13,0.10372916367684974,0.97124,0.11942438097389844,0.9638
small,89250,14,0.09705914578089671,0.97306,0.11258346815894085,0.9662
small,89250,15,0.09101709666879118,0.97554,0.11060457330201477,0.9671
small,89250,16,0.08582009465538444,0.97688,0.10546760447498223,0.9669
small,89250,17,0.08079129295140403,0.9781,0.10191222166136472,0.9687
small,89250,18,0.07658521626822624,0.9794,0.09936632152679349,0.9693
small,89250,19,0.07241221067603425,0.98012,0.09613044509129799,0.9707
small,89250,20,0.06924401523479176,0.98116,0.09579420812532423,0.9707
small,89250,21,0.065855493007665,0.9827,0.09329752912479451,0.9714
small,89250,22,0.06258481206830896,0.98306,0.09061555467426849,0.9728
small,89250,23,0.05947863209732698,0.98412,0.08938426504723831,0.9739
small,89250,24,0.05666304958193016,0.98522,0.09101494378186172,0.9712
small,89250,25,0.05455417298039504,0.98562,0.08666971297558587,0.9743
small,89250,26,0.052184621290110346,0.98644,0.08785265664396082,0.9725
small,89250,27,0.049892758390311126,0.98702,0.08641729622847914,0.9727
small,89250,28,0.047465158897534304,0.98806,0.08307927000411312,0.9746
small,89250,29,0.04582167866384659,0.98854,0.08457451995112573,0.9723
small,89250,30,0.044070559523316094,0.98902,0.08308679617242558,0.9744
small,89250,31,0.042178690181177605,0.98976,0.08714915267469203,0.9726
small,89250,32,0.04053346210603922,0.99012,0.08120729138744709,0.9749
small,89250,33,0.03897147319608309,0.99066,0.0821801668051557,0.9748
small,89250,34,0.037258792633517245,0.99124,0.08141353658233393,0.9751
small,89250,35,0.03618881188983376,0.99144,0.07972228820106834,0.9749
small,89250,36,0.03480731668927832,0.99164,0.07887939847660501,0.9749
small,89250,37,0.03328938365919715,0.99222,0.07931560170553559,0.9764
small,89250,38,0.03237832285299575,0.99238,0.07866221878087067,0.9754
small,89250,39,0.03105881485810975,0.99308,0.07735068987323038,0.9761
small,89250,40,0.02993254485525676,0.99352,0.07893326931170033,0.9769
small,89250,41,0.028720477628042935,0.99362,0.0772716531890331,0.9771
small,89250,42,0.027647034289899303,0.99402,0.07917610246178138,0.9765
small,89250,43,0.026826230063261628,0.9943,0.07640075753669942,0.9757
small,89250,44,0.025856271846303243,0.9945,0.07655888242793167,0.9767
small,89250,45,0.024835016899750696,0.99526,0.07870605442318905,0.9773
small,89250,46,0.024017708012389134,0.9953,0.07742076373958408,0.9764
small,89250,47,0.0232392653484673,0.99568,0.07867106578333495,0.976
small,89250,48,0.02264273787669109,0.99566,0.07645766876136426,0.9768
small,89250,49,0.021759516540801365,0.99624,0.07613599439597232,0.9767
small,89250,50,0.021104786307091887,0.99634,0.07719639115937581,0.9779
small,89250,51,0.020331423867614995,0.99656,0.07746305029383949,0.978
small,89250,52,0.01972088691233718,0.9967,0.07617528922299208,0.978
small,89250,53,0.018887689307573775,0.99686,0.0769315881397986,0.9773
small,89250,54,0.018339275292305567,0.99716,0.07618062741223947,0.9779
small,89250,55,0.017791567900385795,0.99734,0.07648396374045902,0.9777
small,89250,56,0.017139101671208874,0.99764,0.07656816823093665,0.9778
small,89250,57,0.016703205348509602,0.99756,0.07541149327740723,0.9773
small,89250,58,0.016146236307501557,0.9979,0.07589957995733991,0.9773
small,89250,59,0.015584529999402921,0.99794,0.07601472620970402,0.9773
small,89250,60,0.015146968784663425,0.99814,0.07526124566245719,0.9783
small,89250,61,0.014714924228216164,0.9982,0.07525983299166558,0.9777
small,89250,62,0.014356673391293285,0.99838,0.07438624567538295,0.9778
small,89250,63,0.013868625236878427,0.99832,0.07580107851736481,0.9781
small,89250,64,0.013452558203647368,0.99856,0.07650563723009542,0.9783
small,89250,65,0.013123930513273705,0.9985,0.07565965615864169,0.9785
small,89250,66,0.012689763077751628,0.99882,0.07597016109678568,0.9786
small,89250,67,0.012297580874472499,0.9988,0.07720086919409297,0.9779
small,89250,68,0.011930398519204065,0.999,0.07593618481695892,0.9795
small,89250,69,0.011695168991152985,0.99894,0.07749214929507348,0.9777
small,89250,70,0.011285079798179876,0.99902,0.07840383123769522,0.9774
small,89250,71,0.011018440826671118,0.99916,0.07624385049719551,0.9782
small,89250,72,0.010690303996625062,0.99918,0.07744678190775613,0.9781
small,89250,73,0.010397022101476127,0.99922,0.07688348865238523,0.9783
small,89250,74,0.010226768894200289,0.99922,0.07671277917711487,0.9781
small,89250,75,0.009852720969800574,0.99922,0.07782686892211055,0.9781
small,89250,76,0.009594586572260614,0.99932,0.07747389325953423,0.9779
small,89250,77,0.009465283611846365,0.99928,0.0772187974280699,0.9782
small,89250,78,0.009157830157022736,0.99944,0.07745436484970997,0.9788
small,89250,79,0.00895370148465154,0.99938,0.07772575850578273,0.978
small,89250,80,0.008717926673292695,0.99944,0.07803019055199605,0.9787
small,89250,81,0.008519799680033881,0.99946,0.07711227954153865,0.9786
small,89250,82,0.00831480604103855,0.99954,0.07729188287463994,0.9787
small,89250,83,0.008098808211811536,0.9995,0.07904928752016756,0.9793
small,89250,84,0.007973428215797993,0.99954,0.07858258779390938,0.9787
small,89250,85,0.007758633396681855,0.99956,0.07839218572111654,0.9784
small,89250,86,0.007599774253761514,0.9996,0.07862655657497797,0.9785
small,89250,87,0.007391161249426001,0.99958,0.08056986987261633,0.9778
small,89250,88,0.0072582784562156295,0.99968,0.079496965297002,0.9782
small,89250,89,0.007101648577387494,0.99966,0.07882887126407608,0.9781
small,89250,90,0.006930267354765931,0.9997,0.07905439779050222,0.9787
small,89250,91,0.006758407694866122,0.99966,0.07910739452156412,0.9787
small,89250,92,0.006611469785499686,0.99972,0.07829457864410796,0.9788
small,89250,93,0.00647328166390764,0.99968,0.07921978217286522,0.9794
small,89250,94,0.0063603574661790716,0.99974,0.07872310867888845,0.9794
small,89250,95,0.00622169852162834,0.99976,0.07983855382631527,0.9789
small,89250,96,0.006095204382914448,0.99976,0.08022544122134367,0.9782
small,89250,97,0.006011846654118245,0.99978,0.07905431081769547,0.979
small,89250,98,0.00582080995405109,0.99986,0.07983516274722709,0.9787
small,89250,99,0.005764569358053137,0.9998,0.08008156057797626,0.9786
small,89250,100,0.005628023976191273,0.99982,0.08042245737767167,0.9787
small,773955,1,0.8415264246888604,0.78244,0.3751575621287497,0.8954
small,773955,2,0.33253277021981137,0.90474,0.30324925179789236,0.9115
small,773955,3,0.28087954681080524,0.91964,0.2734741963293925,0.9178
small,773955,4,0.2434466642207618,0.93106,0.2333541696033495,0.9339
small,773955,5,0.21401669225468667,0.9399,0.2020354840245889,0.9422
small,773955,6,0.19023185005410856,0.94662,0.184459913716571,0.9478
small,773955,7,0.1703853415537127,0.95196,0.17204349938928765,0.9511
small,773955,8,0.15446083108587175,0.95648,0.15797038409393094,0.9542
small,773955,9,0.14085529927922294,0.96056,0.148357139612768,0.9576
small,773955,10,0.1292144804968453,0.96396,0.14266078176447278,0.9605
small,773955,11,0.11950156533966745,0.96676,0.13103936305215083,0.9625
small,773955,12,0.11065952203490519,0.96918,0.1250475648059146,0.9648
small,773955,13,0.10281752808295282,0.97118,0.11951801723707192,0.9662
small,773955,14,0.09643370031458966,0.97308,0.11275646137006132,0.9665
small,773955,15,0.09044611729157442,0.97544,0.10809507793168018,0.9686
small,773955,16,0.0853149216985375,0.97682,0.10633067875992099,0.9692
small,773955,17,0.08042171410133288,0.97796,0.10290187106041353,0.9698
small,773955,18,0.07620054148090379,0.97968,0.10117106836893491,0.9711
small,773955,19,0.07230612484187253,0.98026,0.09765984592029538,0.971
small,773955,20,0.0682889407291378,0.9814,0.09289422346034436,0.9717
small,773955,21,0.06504627667134655,0.98232,0.09544333420925943,0.972
small,773955,22,0.06195302692257529,0.98316,0.09118077866808995,0.972
small,773955,23,0.059014238541968016,0.98442,0.08989743156133086,0.9738
small,773955,24,0.05668462863817852,0.98518,0.08906836654464688,0.9729
small,773955,25,0.05424622132507375,0.98596,0.08676630869639135,0.9735
small,773955,26,0.05181434339202342,0.98632,0.08517362576950138,0.9748
small,773955,27,0.04957610957621277,0.98724,0.08380284557305899,0.9751
small,773955,28,0.047481233198443676,0.9877,0.08225700583876416,0.9757
small,773955,29,0.045541148575150334,0.98856,0.084083873586335,0.9748
small,773955,30,0.043587834582209516,0.9886,0.08501333605761036,0.9746
small,773955,31,0.04194251643281343,0.98918,0.08326217023745495,0.9754
small,773955,32,0.040499737472935456,0.98996,0.07975142917765685,0.9759
small,773955,33,0.03872515238735664,0.99078,0.07746323249875042,0.9762
small,773955,34,0.03719349178769869,0.99084,0.08039116512373733,0.9753
small,773955,35,0.0359331367040213,0.9911,0.0767644622759298,0.9766
small,773955,36,0.034607664225340305,0.99162,0.07726434798391432,0.9775
small,773955,37,0.03331597813521131,0.9919,0.07770642727669429,0.976
small,773955,38,0.031986313558037376,0.99262,0.07636967275211765,0.9772
small,773955,39,0.030961449951070166,0.99252,0.0757563407784756,0.9765
small,773955,40,0.029783412436886557,0.99338,0.07822697698049447,0.9761
small,773955,41,0.028576142206296753,0.99362,0.07709923692718347,0.9772
small,773955,42,0.027697932159143426,0.99402,0.0759825917418591,0.9767
small,773955,43,0.026656564900513626,0.99444,0.07438950204360076,0.9777
small,773955,44,0.025694569784215988,0.99466,0.07412852897163477,0.9774
small,773955,45,0.02503424744127744,0.99486,0.07527467434480833,0.9778
small,773955,46,0.023958452406899464,0.99522,0.07494823358848746,0.9784
small,773955,47,0.023370898169200013,0.9953,0.0743033565929806,0.9768
small,773955,48,0.022348362931615465,0.99598,0.07384146603333289,0.9775
small,773955,49,0.021692665783873973,0.9958,0.07465120965960098,0.9771
small,773955,50,0.02097899763835017,0.99634,0.07389355186750093,0.978
small,773955,51,0.020398246048839434,0.9963,0.07416984945034329,0.9775
small,773955,52,0.019688651562843645,0.99672,0.07450706723113719,0.9775
small,773955,53,0.019166155709871992,0.99674,0.07464107541064124,0.9774
small,773955,54,0.01844033145367085,0.99712,0.07365049198151472,0.9775
small,773955,55,0.017864908756386008,0.99718,0.0759505376431574,0.9776
small,773955,56,0.01728926569365243,0.9973,0.07422675878139436,0.9774
small,773955,57,0.01692500699285247,0.99748,0.07458154619773591,0.9776
small,773955,58,0.016235661977783065,0.99772,0.07305880285239406,0.9777
small,773955,59,0.015756297098303552,0.99804,0.07334694630156319,0.9774
small,773955,60,0.015364581530742712,0.99784,0.07465856352336782,0.9785
small,773955,61,0.014969227042159763,0.99814,0.07391780511788792,0.978
small,773955,62,0.01455587823953073,0.99822,0.07303035538363983,0.9774
small,773955,63,0.014019234454527626,0.99838,0.0741859069714905,0.9782
small,773955,64,0.013699640482286682,0.9985,0.07451533217434295,0.9777
small,773955,65,0.013256058052819453,0.99866,0.07558849830315077,0.9775
small,773955,66,0.01300884312278012,0.99876,0.07496006224664811,0.9777
small,773955,67,0.012582521878557655,0.99872,0.07406402805387066,0.9783
small,773955,68,0.012245964012434002,0.9987,0.07407110900984265,0.9779
small,773955,69,0.01194426842451971,0.99894,0.07466736226013125,0.977
small,773955,70,0.01162905694844192,0.99898,0.07416990090510378,0.9777
small,773955,71,0.011343138006450693,0.99892,0.074858652619209,0.9774
small,773955,72,0.010990244204726145,0.99898,0.07452653869372583,0.9786
small,773955,73,0.010679078496737977,0.99918,0.07466071414090865,0.9778
small,773955,74,0.01037249679504924,0.99912,0.07458397292311424,0.9779
small,773955,75,0.010173750904046179,0.9991,0.07504657325825391,0.9772
small,773955,76,0.009925157976369323,0.99926,0.07355158137935253,0.9786
small,773955,77,0.009715852694611844,0.99924,0.07578555398090399,0.9781
small,773955,78,0.00941612745820677,0.99932,0.07533562811810765,0.9775
small,773955,79,0.009215065961822526,0.9994,0.07543514445690128,0.9784
small,773955,80,0.009028094522677929,0.99932,0.07426904102298583,0.9789
small,773955,81,0.008787906336656695,0.99948,0.0752201299225333,0.9782
small,773955,82,0.008687126455456447,0.99946,0.07443158718055462,0.9781
small,773955,83,0.008420066033837588,0.99954,0.07518499526222663,0.9782
small,773955,84,0.008218895003512595,0.99956,0.0762907358644587,0.978
small,773955,85,0.008020216579353161,0.99954,0.075181840703729,0.978
small,773955,86,0.007822465355743989,0.99954,0.07583664763647668,0.9781
small,773955,87,0.007666442327584274,0.99956,0.07666514625886095,0.9785
small,773955,88,0.007467624344389886,0.99954,0.07594435003920254,0.978
small,773955,89,0.00732015346374658,0.99968,0.07643642604279716,0.9781
small,773955,90,0.007145864783838395,0.99968,0.07643279565969598,0.9781
small,773955,91,0.007025908973797467,0.99964,0.07704826519112776,0.9782
small,773955,92,0.006852150231283955,0.99968,0.07621998308628997,0.9779
small,773955,93,0.006731357889250198,0.99968,0.07695630862469094,0.9775
small,773955,94,0.006602243471364182,0.9997,0.07662557646424686,0.9778
small,773955,95,0.0064418534729252155,0.9997,0.0764702208212877,0.9783
small,773955,96,0.0063153820291510145,0.99976,0.07677795583653607,0.9781
small,773955,97,0.006156409225998724,0.99978,0.0770676879332655,0.9775
small,773955,98,0.006043251457002794,0.9998,0.0775784516497583,0.9783
small,773955,99,0.0059357109063450705,0.99984,0.07726876066364392,0.9779
small,773955,100,0.005817619477154203,0.99982,0.07739398352710858,0.9776
xavier,654571,1,0.5483965163021531,0.85932,0.3480338447342493,0.8981
xavier,654571,2,0.29879941055209985,0.916,0.2768045824407097,0.9186
xavier,654571,3,0.2506982130779039,0.92924,0.23641359748032495,0.932
xavier,654571,4,0.21710809110420573,0.93912,0.21021360314103682,0.9403
xavier,654571,5,0.19118489167581437,0.94598,0.1849966994325684,0.9463
xavier,654571,6,0.1706771619760184,0.952,0.1669511037979911,0.9535
xavier,654571,7,0.15370870114552024,0.95668,0.15812435132304883,0.9554
xavier,654571,8,0.1397743733214788,0.9612,0.1534635353088727,0.9558
xavier,654571,9,0.12825735723038398,0.96438,0.14020595945846825,0.9609
xavier,654571,10,0.11806130712316368,0.96754,0.12808480005313583,0.9638
xavier,654571,11,0.1089950389842478,0.97052,0.12439782687478898,0.9647
xavier,654571,12,0.10125295737734796,0.97216,0.11918263945655258,0.9664
xavier,654571,13,0.0945344984296446,0.97442,0.11287997056826789,0.9675
xavier,654571,14,0.08868870363305428,0.97574,0.10985562242936699,0.9688
xavier,654571,15,0.08324885795295349,0.9771,0.10587808983420612,0.9714
xavier,654571,16,0.07840729445114082,0.97916,0.10577721597674763,0.9708
xavier,654571,17,0.07413574918772284,0.9802,0.10144506486482684,0.9714
xavier,654571,18,0.06977402825603445,0.98152,0.09756239320883553,0.9726
xavier,654571,19,0.06621949653644948,0.98278,0.0964603192122307,0.9725
xavier,654571,20,0.06285952468217781,0.98362,0.0932031396560018,0.9725
xavier,654571,21,0.05974969772834469,0.9843,0.09418759725058976,0.9723
xavier,654571,22,0.05683328704019474,0.9849,0.0935143274797709,0.9724
xavier,654571,23,0.05426687774955377,0.98638,0.09022686112598399,0.9732
xavier,654571,24,0.05170048839308333,0.9867,0.09024966177664823,0.9739
xavier,654571,25,0.049336473597974856,0.9879,0.08940306699379283,0.9745
xavier,654571,26,0.04721843713453728,0.98828,0.08768846651536177,0.9744
xavier,654571,27,0.04516777111019076,0.98862,0.08696396610650263,0.9747
xavier,654571,28,0.04320438203022114,0.98958,0.09220872425151197,0.9724
xavier,654571,29,0.041475319120843505,0.99008,0.08635956698198409,0.9736
xavier,654571,30,0.03961490890606195,0.99074,0.08420858704981957,0.9753
xavier,654571,31,0.03808634470313346,0.99082,0.08339405998026252,0.9755
xavier,654571,32,0.03646388262470144,0.9913,0.08430643906939612,0.9746
xavier,654571,33,0.03507632706395039,0.99174,0.08292356885696647,0.9758
xavier,654571,34,0.0334877617092316,0.99228,0.08241299514433137,0.9758
xavier,654571,35,0.03242850216885973,0.99272,0.08085063880119675,0.9762
xavier,654571,36,0.03108204780761092,0.99308,0.08418280686014556,0.9755
xavier,654571,37,0.029748650677713404,0.99368,0.08182699480598457,0.9758
xavier,654571,38,0.028605564014794804,0.99394,0.0840319909031836,0.975
xavier,654571,39,0.027765482717796493,0.99394,0.08087413083818822,0.9769
xavier,654571,40,0.026607093092570908,0.99446,0.08141851820130501,0.9766
xavier,654571,41,0.025529248822099348,0.99482,0.08092075125578153,0.9757
xavier,654571,42,0.02478519792741753,0.99504,0.08154921664442091,0.9762
xavier,654571,43,0.023759042545659834,0.99536,0.08158469166245425,0.9765
xavier,654571,44,0.022860110249012966,0.99594,0.08292375206338229,0.9756
xavier,654571,45,0.021986369072080847,0.99632,0.08005243508767529,0.9764
xavier,654571,46,0.02124031928872129,0.99614,0.08120340018553357,0.9772
xavier,654571,47,0.020570398586824967,0.9965,0.08060710560707196,0.9772
xavier,654571,48,0.01999686621356828,0.9965,0.08018475175810888,0.9768
xavier,654571,49,0.01924273661216431,0.99684,0.08212628157247973,0.9761
xavier,654571,50,0.018588719479970577,0.99738,0.08162794835163728,0.9763
xavier,654571,51,0.018024525839058163,0.99738,0.08077005892856984,0.9773
xavier,654571,52,0.01728883550041305,0.99746,0.08079671549182584,0.977
xavier,654571,53,0.016746124784372297,0.99752,0.08072872602210845,0.9764
xavier,654571,54,0.016130577955626335,0.99778,0.08022515452117226,0.9773
xavier,654571,55,0.015722682959279734,0.9981,0.07969970068396474,0.9774
xavier,654571,56,0.01506897948503418,0.99804,0.08189861727828687,0.9773
xavier,654571,57,0.014755838291149318,0.9982,0.0808482811440571,0.9773
xavier,654571,58,0.014228622235110941,0.99838,0.08130752300829407,0.9769
xavier,654571,59,0.013913753630221555,0.99844,0.08048040743247284,0.9769
xavier,654571,60,0.013362192451340996,0.99858,0.08067392874612779,0.977
xavier,654571,61,0.012979897384772612,0.99866,0.08177849345401135,0.9771
xavier,654571,62,0.012603246706814205,0.99862,0.08223541512379658,0.9768
xavier,654571,63,0.012297101510622762,0.99878,0.08119397148677228,0.9764
xavier,654571,64,0.011864103302976632,0.9989,0.08139985408219211,0.9771
xavier,654571,65,0.011572281061990475,0.99904,0.08128619584525196,0.9775
xavier,654571,66,0.011161002063735655,0.999,0.0821691369953781,0.9771
xavier,654571,67,0.010960021516069837,0.99908,0.08259334253907306,0.9768
xavier,654571,68,0.01058610768376013,0.9991,0.08260228845481776,0.9762
xavier,654571,69,0.010343979217472508,0.99928,0.08227457798228693,0.9775
xavier,654571,70,0.010013800081601517,0.99914,0.08342961727598305,0.9773
xavier,654571,71,0.009741636531050205,0.99934,0.08224824319198532,0.9775
xavier,654571,72,0.009609757608473988,0.99938,0.08225441108865272,0.9778
xavier,654571,73,0.009308515563989189,0.99932,0.08185606719596226,0.9776
xavier,654571,74,0.009011213864915997,0.99954,0.08223140237827771,0.9778
xavier,654571,75,0.008780362873406581,0.9994,0.08280567180196508,0.9764
xavier,654571,76,0.008554217830742774,0.99952,0.08325719008231178,0.9769
xavier,654571,77,0.008337363032465708,0.9996,0.08376462738321988,0.9772
xavier,654571,78,0.008143696937623037,0.9996,0.08369838943654363,0.9762
xavier,654571,79,0.007939057976942731,0.99958,0.08348835858890646,0.9775
xavier,654571,80,0.007833844875657584,0.99964,0.08342105028547751,0.9765
xavier,654571,81,0.007584022591192886,0.99958,0.08370769337822126,0.9773
xavier,654571,82,0.007413523747989368,0.99964,0.08387274759257524,0.977
xavier,654571,83,0.0072218940688824045,0.99976,0.08471516813908925,0.9768
xavier,654571,84,0.007104028197997286,0.99968,0.0840809102714715,0.9776
xavier,654571,85,0.006922552318865011,0.99974,0.08386080165899534,0.9769
xavier,654571,86,0.006744638066694734,0.99974,0.0843616389046711,0.978
xavier,654571,87,0.006591822334204119,0.99974,0.08465860623812856,0.9772
xavier,654571,88,0.006471333204994251,0.99984,0.08476504861858705,0.9776
xavier,654571,89,0.006307024563297387,0.99974,0.08569106984309813,0.9773
xavier,654571,90,0.006239491162541239,0.99976,0.08429320039776005,0.9777
xavier,654571,91,0.006031770050681157,0.99986,0.08516325574354021,0.978
xavier,654571,92,0.00596780913733731,0.99986,0.08546985731915048,0.9779
xavier,654571,93,0.005790368510382109,0.99986,0.08519262395718001,0.9776
xavier,654571,94,0.0057203080545082784,0.99984,0.08553513513000632,0.9773
xavier,654571,95,0.0055685653134591355,0.9998,0.08709260201111164,0.9776
xavier,654571,96,0.005460359859575272,0.99988,0.08587989141212744,0.9773
xavier,654571,97,0.005370561694455818,0.9999,0.08545083427660614,0.9777
xavier,654571,98,0.005293853995941973,0.99986,0.08532514714166205,0.9776
xavier,654571,99,0.0051847294171845455,0.99988,0.08618435249615568,0.9775
xavier,654571,100,0.005076212443293821,0.99994,0.08632020089566589,0.9776
xavier,89250,1,0.5396580947844201,0.85994,0.3196741383232227,0.9064
xavier,89250,2,0.2874923082391603,0.91906,0.2539274002420158,0.9265
xavier,89250,3,0.237226079597437,0.93356,0.21799602247911792,0.9375
xavier,89250,4,0.20464974264064498,0.9421,0.19769538253154545,0.9437
xavier,89250,5,0.17917502251367246,0.94916,0.1789533331962826,0.9463
xavier,89250,6,0.15946086999873121,0.95544,0.16098246607698766,0.9523
xavier,89250,7,0.1435925065684457,0.95984,0.14778237896322505,0.9557
xavier,89250,8,0.13046374348822942,0.96404,0.1386032419147428,0.9582
xavier,89250,9,0.11883344067839609,0.96724,0.13197944838520934,0.9594
xavier,89250,10,0.11012874897244553,0.97014,0.1245724749348804,0.9611
xavier,89250,11,0.10202083020867748,0.97222,0.11731981926698702,0.9637
xavier,89250,12,0.0949735771056701,0.97414,0.11402357403193478,0.9656
xavier,89250,13,0.08906084598243047,0.97566,0.10953688438980198,0.9667
xavier,89250,14,0.08373570767792278,0.97692,0.10335912438504306,0.9683
xavier,89250,15,0.07879310126233834,0.9788,0.10305932756428922,0.9683
xavier,89250,16,0.07458497865116884,0.9801,0.10046293984633951,0.969
xavier,89250,17,0.07034822557545994,0.98116,0.09564849675480336,0.9713
xavier,89250,18,0.06678245040457222,0.98196,0.0931805883798314,0.9735
xavier,89250,19,0.06342388311514235,0.98266,0.09204085541293795,0.9712
xavier,89250,20,0.06077441620543374,0.98374,0.09153097240780214,0.9723
xavier,89250,21,0.05782312390132131,0.98494,0.08864848178124744,0.974
xavier,89250,22,0.05526384528461839,0.98528,0.08796803420748192,0.973
xavier,89250,23,0.05242504829763971,0.98612,0.08624606402795867,0.9742
xavier,89250,24,0.05001167780096061,0.98732,0.08842781829364887,0.9724
xavier,89250,25,0.04810067427753833,0.98754,0.08360206640851414,0.9761
xavier,89250,26,0.04616807931410869,0.9884,0.08940678361171518,0.9729
xavier,89250,27,0.04418559610145472,0.98858,0.08363181073570639,0.9749
xavier,89250,28,0.04207408530706232,0.98986,0.08134562652252876,0.9769
xavier,89250,29,0.0406843093067466,0.98992,0.08354886445201548,0.9747
xavier,89250,30,0.03890150970871982,0.99056,0.08098693754903596,0.9762
xavier,89250,31,0.0373433129065779,0.99114,0.08365108282868733,0.9742
xavier,89250,32,0.035969639372324176,0.9915,0.07996687464754484,0.976
xavier,89250,33,0.03467380847890897,0.9917,0.08117349199342007,0.9746
xavier,89250,34,0.03314226539579651,0.9924,0.07945276495243322,0.9771
xavier,89250,35,0.032216744397565514,0.9928,0.0778075093000092,0.9781
xavier,89250,36,0.03102661690296245,0.99306,0.0769835840938146,0.9771
xavier,89250,37,0.029585488624985272,0.99348,0.07741159759152796,0.9771
xavier,89250,38,0.02873477063403372,0.99358,0.07814787007785151,0.9764
xavier,89250,39,0.027633907956296676,0.99422,0.07692914424247213,0.9767
xavier,89250,40,0.026693435613665273,0.99442,0.07827957899691221,0.9768
xavier,89250,41,0.025755299079568004,0.99462,0.07613297719396468,0.9772
xavier,89250,42,0.024687333421530698,0.99512,0.0787795914175322,0.9767
xavier,89250,43,0.02409951745319946,0.9952,0.07675263012483678,0.9775
xavier,89250,44,0.023091712088854646,0.99554,0.07607982018648173,0.9775
xavier,89250,45,0.022234341192855223,0.9961,0.07802855613336564,0.9767
xavier,89250,46,0.02144031131537893,0.9962,0.07792035200740158,0.9768
xavier,89250,47,0.02084567637132663,0.99662,0.0779841183106657,0.9768
xavier,89250,48,0.02029219590670536,0.99642,0.07580944177430549,0.9773
xavier,89250,49,0.01960007322270695,0.997,0.07638859263405806,0.977
xavier,89250,50,0.018984917498858833,0.99702,0.07735463786010514,0.9772
xavier,89250,51,0.0183208607523407,0.99716,0.07738324155386983,0.9767
xavier,89250,52,0.017704484146318544,0.99732,0.07607598514281436,0.9773
xavier,89250,53,0.017068826529019067,0.9978,0.07637867312908116,0.9776
xavier,89250,54,0.01655241225844473,0.9978,0.07683475807749263,0.9777
xavier,89250,55,0.016157161764940288,0.998,0.0760942852634466,0.9773
xavier,89250,56,0.015572463165556712,0.99808,0.0778041644237469,0.977
xavier,89250,57,0.01512045027577067,0.99816,0.07517868301158814,0.9777
xavier,89250,58,0.014727103792659211,0.99824,0.07623816184751789,0.9773
xavier,89250,59,0.014174440558694927,0.99848,0.07607029936516678,0.9783
xavier,89250,60,0.013770813557732063,0.99856,0.07579075689928051,0.9785
xavier,89250,61,0.013442652099074394,0.99852,0.0756388756070503,0.9783
xavier,89250,62,0.013051125975329555,0.9987,0.07515599704207036,0.9784
xavier,89250,63,0.012668389270650943,0.99872,0.0752134082441101,0.9779
xavier,89250,64,0.012297461284521012,0.99872,0.07661540106895523,0.9782
xavier,89250,65,0.012004943136205648,0.99886,0.07574972458365682,0.9782
xavier,89250,66,0.011652777964528493,0.99884,0.07632645235158268,0.9776
xavier,89250,67,0.011362716054764164,0.99896,0.07700598390707658,0.978
xavier,89250,68,0.01096675211821253,0.999,0.07580520020405711,0.9786
xavier,89250,69,0.010800891532932871,0.99906,0.07698243652899871,0.9777
xavier,89250,70,0.010445920682729745,0.99916,0.07812231140507706,0.9776
xavier,89250,71,0.010161840146643671,0.99932,0.07688837782568092,0.9785
xavier,89250,72,0.009911735518212948,0.9992,0.07674536037504706,0.9779
xavier,89250,73,0.009618204178790817,0.9994,0.07751329760573611,0.9781
xavier,89250,74,0.009451431221032602,0.99936,0.07611633232639031,0.9784
xavier,89250,75,0.009146785118099824,0.9993,0.07765719331705852,0.978
xavier,89250,76,0.008890394395345124,0.99944,0.07752583165980993,0.9781
xavier,89250,77,0.008769540751609153,0.99934,0.07740824494007804,0.9785
xavier,89250,78,0.008501384929194417,0.99944,0.07704685710898417,0.978
xavier,89250,79,0.008325020375397054,0.9995,0.0768843432338726,0.9783
xavier,89250,80,0.008079925842673554,0.99946,0.0780325050664568,0.9785
xavier,89250,81,0.007917997543548784,0.99956,0.07789913799954606,0.9784
xavier,89250,82,0.007731582206262983,0.99958,0.07805593685059922,0.9782
xavier,89250,83,0.007600253115267992,0.99956,0.07884509881486569,0.9783
xavier,89250,84,0.007427765035668726,0.99956,0.07849648317814949,0.9782
xavier,89250,85,0.007238603706123046,0.99962,0.07755117292331443,0.9781
